881423,Северсталь,2,0,2,0,1,5,4,33,28,8,10,29,30,68.39,65.88,21:19,14:37,Спартак,4
881422,Куньлунь РС,3,0,0,0,0,3,3,11,25,6,6,21,44,69.79,69.68,15:47,22:15,Трактор,2
881431,Нефтехимик,4,1,2,0,0,4,4,37,28,17,17,36,39,64.06,66.01,15:3,18:17,Автомобилист,3
881430,Ак Барс,2,1,1,0,0,2,3,25,30,6,4,25,33,68.26,66.45,22:8,10:40,Барыс,3
881429,Салават Юлаев,2,0,0,0,0,3,2,34,26,4,6,28,37,68.13,69.78,17:38,19:19,Динамо М,2
881428,Авангард,5,1,0,2,0,3,5,31,30,10,6,23,20,67.42,70.40,16:28,21:2,Металлург Мг,1
881427,Сибирь,3,1,0,0,0,5,3,31,23,8,37,35,26,66.25,64.60,19:51,14:16,ХК Сочи,0
881426,Амур,1,1,0,0,0,3,4,27,42,31,6,23,24,66.87,67.60,14:23,18:35,Локомотив,3
881425,Адмирал,1,1,2,0,0,2,3,16,34,6,4,27,31,69.77,68.00,16:51,16:43,ЦСКА,4
881435,Витязь,1,1,1,0,0,5,2,29,30,4,10,46,32,72.26,69.59,22:6,16:39,Спартак,1
881434,Торпедо,5,1,0,0,0,5,1,27,35,6,14,43,19,74.24,70.42,17:23,15:5,Динамо Мн,2
881433,Северсталь,3,1,0,0,0,3,2,27,27,4,6,30,27,71.44,68.76,21:15,17:37,Трактор,3
881432,Авангард,0,0,0,0,0,5,2,28,30,4,10,33,24,68.36,64.98,21:3,13:22,Куньлунь РС,4
881437,Металлург Мг,1,0,0,0,0,1,2,23,25,4,2,30,32,71.92,69.71,17:21,14:51,Динамо М,3
881436,Амур,2,0,1,0,0,5,5,25,42,12,12,27,45,68.79,71.12,14:34,19:53,ЦСКА,2
881443,Спартак,0,0,0,0,0,1,3,39,29,8,4,32,42,67.80,70.99,16:18,18:6,Витязь,1
881442,СКА,3,0,1,0,0,5,5,31,20,10,10,30,20,70.06,68.45,19:42,14:48,Динамо Мн,2
881441,Нефтехимик,0,0,0,0,0,4,3,24,30,6,8,24,32,68.94,67.21,17:33,16:6,Трактор,1
881440,Автомобилист,4,0,0,0,0,0,4,31,17,10,2,18,34,68.21,76.54,13:31,21:50,Торпедо,1
881439,Барыс,0,0,2,0,1,3,3,29,33,6,6,28,29,71.57,65.50,18:39,14:8,Куньлунь РС,5
881438,Сибирь,2,0,1,0,0,1,3,30,34,6,2,34,24,68.14,64.35,19:48,13:39,Адмирал,4
881445,Динамо М,1,1,0,0,0,2,6,37,14,12,4,37,26,68.16,71.04,16:4,22:4,Северсталь,1
881444,Металлург Мг,4,0,0,0,1,2,2,24,27,4,4,26,33,68.83,71.97,12:54,21:31,Ак Барс,1
881453,ХК Сочи,4,1,2,0,0,2,6,31,41,14,6,25,46,66.03,71.69,12:24,22:32,Нефтехимик,5
